Team,Year,Seed,Region,Bid type,Coach,Record,Eliminated,Round Reached
Mississippi,1999,9,Midwest,At Large,Rod Barnes,20-13,2,Second Round
Mississippi,1998,4,Midwest,At Large,Rob Evans,19-11,1,First Round
Mississippi,1997,8,Midwest,At Large,Rob Evans,20-9,1,First Round
Mississippi State,2009,13,West,Automatic Qualifier,Rick Stansbury,23-13,1,First Round
Mississippi State,2008,8,South,At Large,Rick Stansbury,23-11,2,Second Round
Mississippi State,2005,9,South,At Large,Rick Stansbury,23-11,2,Second Round
Mississippi State,2004,2,South,At Large,Rick Stansbury,26-4,2,Second Round
Mississippi State,2003,5,East,At Large,Rick Stansbury,21-10,1,First Round
Mississippi State,2002,3,Midwest,Automatic Qualifier,Rick Stansbury,27-8,2,Second Round
Mississippi State,1996,5,Southeast,Automatic Qualifier,Richard Williams,26-8,5,Final Four
Mississippi State,1995,5,West,At Large,Richard Williams,22-8,3,Sweet 16
Mississippi State,1991,5,East,At Large,Richard Williams,20-9,1,First Round
Mississippi Valley State,2012,16,South,Automatic Qualifier,Sean Woods,21-13,0,Play-In
Mississippi Valley State,2008,16,West,Automatic Qualifier,James Green,19-16,1,First Round
Mississippi Valley State,1996,15,East,Automatic Qualifier,Lafayette Stribling,22-7,1,First Round
Mississippi Valley State,1992,16,Southeast,Automatic Qualifier,Lafayette Stribling,16-14,1,First Round
Mississippi Valley State,1986,16,East,Automatic Qualifier,Lafayette Stribling,20-11,1,First Round
Missouri,2013,9,Midwest,At Large,Frank Haith,23-11,1,First Round
Missouri,2012,2,West,Automatic Qualifier,Frank Haith,30-5,1,First Round
Missouri,2011,11,West,At Large,Mike Anderson,23-11,1,First Round
Missouri,2010,10,East,At Large,Mike Anderson,23-11,2,Second Round
Missouri,2009,3,West,Automatic Qualifier,Mike Anderson,31-7,4,Elite Eight
Missouri,2003,6,Midwest,At Large,Quin Snyder,22-11,2,Second Round
Missouri,2002,12,West,At Large,Quin Snyder,24-12,4,Elite Eight
Missouri,2001,9,East,At Large,Quin Snyder,20-13,2,Second Round
Missouri,2000,9,South,At Large,Quin Snyder,18-13,1,First Round
Missouri,1999,8,West,At Large,Norm Stewart,20-9,1,First Round
Missouri,1995,8,West,At Large,Norm Stewart,20-9,2,Second Round
Missouri,1994,1,West,At Large,Norm Stewart,28-4,4,Elite Eight
Missouri,1993,10,West,Automatic Qualifier,Norm Stewart,19-14,1,First Round
Missouri,1992,5,East,At Large,Norm Stewart,21-9,2,Second Round
Missouri,1990,3,Southeast,At Large,Norm Stewart,26-6,1,First Round
Missouri,1989,3,Midwest,Automatic Qualifier,Norm Stewart,29-8,3,Sweet 16
Missouri,1988,6,East,At Large,Norm Stewart,19-11,1,First Round
Missouri,1987,4,Midwest,Automatic Qualifier,Norm Stewart,24-10,1,First Round
Missouri,1986,11,West,At Large,Norm Stewart,21-14,1,First Round
Missouri State,1999,12,East,At Large,Steve Alford,22-11,3,Sweet 16
Missouri State,1992,12,Midwest,Automatic Qualifier,Charlie Spoonhour,23-8,1,First Round
Missouri State,1990,9,Midwest,At Large,Charlie Spoonhour,22-7,1,First Round
Missouri State,1989,14,West,Automatic Qualifier,Charlie Spoonhour,21-10,1,First Round
Missouri State,1988,13,West,Automatic Qualifier,Charlie Spoonhour,22-7,1,First Round
Missouri State,1987,13,Southeast,At Large,Charlie Spoonhour,28-6,2,Second Round
Monmouth,2006,16,Midwest,Automatic Qualifier,Dave Calloway,19-15,1,First Round
Monmouth,2004,15,South,Automatic Qualifier,Dave Calloway,21-12,1,First Round
Monmouth,2001,16,East,Automatic Qualifier,Dave Calloway,21-10,1,First Round
Monmouth,1996,13,East,Automatic Qualifier,Wayne Szoke,20-10,1,First Round
Montana,2013,13,East,Automatic Qualifier,Wayne Tinkle,25-7,1,First Round
Montana,2012,13,East,Automatic Qualifier,Wayne Tinkle,25-7,1,First Round
Montana,2010,14,East,Automatic Qualifier,Wayne Tinkle,22-10,1,First Round
Montana,2006,12,Midwest,Automatic Qualifier,Larry Krystkowiak,24-7,2,Second Round
Montana,2005,16,West,Automatic Qualifier,Larry Krystkowiak,18-13,1,First Round
Montana,2002,15,Midwest,Automatic Qualifier,Don Holst,16-15,1,First Round
Montana,1997,16,Midwest,Automatic Qualifier,Blaine Taylor,21-11,1,First Round
Montana,1992,14,West,Automatic Qualifier,Blaine Taylor,27-4,1,First Round
Montana,1991,16,West,Automatic Qualifier,Stew Morrill,23-8,1,First Round
Montana State,1996,13,West,Automatic Qualifier,Mick Durham,21-9,1,First Round
Montana State,1986,16,West,Automatic Qualifier,Stu Starner,14-17,1,First Round
Morehead State,2011,13,Southwest,Automatic Qualifier,Donnie Tyndall,25-10,2,Second Round
Morehead State,2009,16,Midwest,Automatic Qualifier,Donnie Tyndall,20-16,1,First Round
Morgan State,2010,15,East,Automatic Qualifier,Todd Bozeman,27-10,1,First Round
Morgan State,2009,15,South,Automatic Qualifier,Todd Bozeman,23-12,1,First Round
Mount St. Mary's,2017,16,East,Automatic Qualifier,Jamion Christian,20-16,1,First Round
Mount St. Mary's,2014,16,South,Automatic Qualifier,Jamion Christian,16-17,0,Play-In
Mount St. Mary's,2008,16,East,Automatic Qualifier,Milan Brown,19-15,1,First Round
Mount St. Mary's,1999,16,Midwest,Automatic Qualifier,Jim Phelan,15-15,1,First Round
Mount St. Mary's,1995,16,Southeast,Automatic Qualifier,Jim Phelan,17-13,1,First Round
Murray St.,2012,6,West,Automatic Qualifier,Steve Prohm,31-2,2,Second Round
Murray St.,2010,13,West,Automatic Qualifier,Billy Kennedy,31-5,2,Second Round
Murray St.,2006,14,East,Automatic Qualifier,Mick Cronin,24-7,1,First Round
Murray St.,2004,12,South,Automatic Qualifier,Mick Cronin,28-6,1,First Round
Murray St.,2002,14,East,Automatic Qualifier,Tevester Anderson,19-13,1,First Round
Murray St.,1999,13,South,Automatic Qualifier,Tevester Anderson,27-6,1,First Round
Murray St.,1998,9,Midwest,Automatic Qualifier,Mark Gottfried,29-4,1,First Round
Murray St.,1997,15,Southeast,Automatic Qualifier,Mark Gottfried,20-10,1,First Round
Murray St.,1995,15,Southeast,Automatic Qualifier,Scott Edgar,21-9,1,First Round
Murray St.,1992,14,Midwest,Automatic Qualifier,Scott Edgar,17-13,1,First Round
Murray St.,1991,13,Southeast,Automatic Qualifier,Steve Newton,24-9,1,First Round
Murray St.,1990,16,Southeast,Automatic Qualifier,Steve Newton,21-9,1,First Round
Murray St.,1988,14,Midwest,Automatic Qualifier,Steve Newton,22-9,2,Second Round
Navy,1998,16,East,Automatic Qualifier,Don DeVoe,19-11,1,First Round
Navy,1997,15,West,Automatic Qualifier,Don DeVoe,20-9,1,First Round
Navy,1994,16,West,Automatic Qualifier,Don DeVoe,17-13,1,First Round
Navy,1987,8,East,Automatic Qualifier,Pete Herrmann,26-6,1,First Round
Navy,1986,7,East,Automatic Qualifier,Paul Evans,30-5,4,Elite Eight
Navy,1985,13,Southeast,Automatic Qualifier,Paul Evans,26-6,2,Second Round
Nebraska,2014,11,West,At Large,Tim Miles,19-13,1,First Round
Nebraska,1998,11,West,At Large,Danny Nee,20-12,1,First Round
Nebraska,1994,6,East,Automatic Qualifier,Danny Nee,20-10,1,First Round
Nebraska,1993,10,East,At Large,Danny Nee,20-11,1,First Round
Nebraska,1992,8,Southeast,At Large,Danny Nee,19-10,1,First Round
Nebraska,1991,3,Midwest,At Large,Danny Nee,26-8,1,First Round
Nebraska,1986,9,Southeast,At Large,Moe Iba,19-11,1,First Round
Nevada,2017,12,Midwest,At Large,Eric Musselman,28-7,1,First Round
Nevada,2007,7,South,At Large,Mark Fox,29-5,2,Second Round
Nevada,2006,5,Midwest,Automatic Qualifier,Mark Fox,27-6,1,First Round
Nevada,2005,9,Midwest,At Large,Mark Fox,25-7,2,Second Round
Nevada,2004,10,Midwest,Automatic Qualifier,Trent Johnson,25-9,3,Sweet 16
Nevada,1985,14,West,Automatic Qualifier,Sonny Allen,21-10,1,First Round
New Mexico,2014,7,South,Automatic Qualifier,Craig Neal,27-7,1,First Round
New Mexico,2013,3,West,Automatic Qualifier,Steve Alford,29-6,1,First Round
New Mexico,2012,5,West,Automatic Qualifier,Steve Alford,28-7,2,Second Round
New Mexico,2010,3,East,At Large,Steve Alford,30-5,2,Second Round
New Mexico,2005,12,East,Automatic Qualifier,Ritchie McKay,26-7,1,First Round
New Mexico,1999,9,West,At Large,Dave Bliss,25-9,2,Second Round
New Mexico,1998,4,South,At Large,Dave Bliss,24-8,2,Second Round
New Mexico,1997,3,East,At Large,Dave Bliss,25-8,2,Second Round
New Mexico,1996,7,East,Automatic Qualifier,Dave Bliss,28-5,2,Second Round
New Mexico,1994,10,West,At Large,Dave Bliss,23-8,1,First Round
New Mexico,1993,5,West,Automatic Qualifier,Dave Bliss,24-7,1,First Round
New Mexico,1991,14,East,At Large,Dave Bliss,20-10,1,First Round
New Mexico State,2017,14,East,Automatic Qualifier,Paul Weir,28-6,1,First Round
New Mexico State,2015,15,Midwest,Automatic Qualifier,Marvin Menzies,-,1,First Round
New Mexico State,2014,13,West,Automatic Qualifier,Marvin Menzies,26-10,1,First Round
New Mexico State,2013,13,Midwest,Automatic Qualifier,Marvin Menzies,24-11,1,First Round
New Mexico State,2012,13,South,Automatic Qualifier,Marvin Menzies,26-10,1,First Round
New Mexico State,2010,12,Midwest,Automatic Qualifier,Marvin Menzies,22-12,1,First Round
New Mexico State,2007,13,East,Automatic Qualifier,Reggie Theus,25-9,1,First Round
New Mexico State,1999,14,Midwest,Automatic Qualifier,Lou Henson,23-10,1,First Round
New Mexico State,1994,13,Midwest,Automatic Qualifier,Neil McCarthy,23-8,1,First Round
New Mexico State,1993,7,East,At Large,Neil McCarthy,26-8,2,Second Round
New Mexico State,1992,12,West,Automatic Qualifier,Neil McCarthy,25-8,3,Sweet 16
New Mexico State,1991,6,West,At Large,Neil McCarthy,23-6,1,First Round
New Mexico State,1990,6,West,At Large,Neil McCarthy,26-5,1,First Round
New Orleans,2017,16,East,Automatic Qualifier,Mark Slessinger,20-12,0,Play-In
New Orleans,1996,11,East,Automatic Qualifier,Tic Price,21-9,1,First Round
New Orleans,1993,8,Midwest,At Large,Tim Floyd,26-4,1,First Round
New Orleans,1991,14,Southeast,At Large,Tim Floyd,23-8,1,First Round
New Orleans,1987,7,Southeast,At Large,Benny Dees,26-4,2,Second Round
Niagara,2007,16,West,Automatic Qualifier,Joe Mihalich,23-12,1,First Round
Niagara,2005,14,South,Automatic Qualifier,Joe Mihalich,20-10,1,First Round
Nicholls State,1998,16,West,Automatic Qualifier,Rickey Broussard,19-10,1,First Round
Nicholls State,1995,13,Midwest,Automatic Qualifier,Rickey Broussard,24-6,1,First Round
Norfolk State,2012,15,West,Automatic Qualifier,Dwight Freeman,26-10,2,Second Round
North Carolina,2017,1,South,At Large,Roy Williams,33-7,6,National Championship
North Carolina,2016,1,East,Automatic Qualifier,Roy Williams,-,6,National Championship
North Carolina,2015,4,West,At Large,Roy Williams,-,3,Sweet 16
North Carolina,2014,6,East,At Large,Roy Williams,24-10,2,Second Round
North Carolina,2013,8,South,At Large,Roy Williams,25-11,2,Second Round
North Carolina,2012,1,Midwest,At Large,Roy Williams,32-6,4,Elite Eight
North Carolina,2011,2,East,At Large,Roy Williams,29-8,4,Elite Eight
North Carolina,2009,1,South,At Large,Roy Williams,34-4,6,National Championship
North Carolina,2008,1,East,Automatic Qualifier,Roy Williams,36-3,5,Final Four
North Carolina,2007,1,East,Automatic Qualifier,Roy Williams,31-7,4,Elite Eight
North Carolina,2006,3,East,At Large,Roy Williams,23-8,2,Second Round
North Carolina,2005,1,East,At Large,Roy Williams,33-4,6,National Championship
North Carolina,2004,6,South,At Large,Roy Williams,19-11,2,Second Round
North Carolina,2001,2,South,At Large,Matt Doherty,26-7,2,Second Round
North Carolina,2000,8,South,At Large,Bill Guthridge,22-14,5,Final Four
North Carolina,1999,3,West,At Large,Bill Guthridge,24-10,1,First Round
North Carolina,1998,1,East,Automatic Qualifier,Bill Guthridge,34-4,5,Final Four
North Carolina,1997,1,East,Automatic Qualifier,Dean Smith,28-7,5,Final Four
North Carolina,1996,6,East,At Large,Dean Smith,21-11,2,Second Round
North Carolina,1995,2,Southeast,At Large,Dean Smith,28-6,5,Final Four
North Carolina,1994,1,East,Automatic Qualifier,Dean Smith,28-7,2,Second Round
North Carolina,1993,1,East,At Large,Dean Smith,34-4,6,National Championship
North Carolina,1992,4,Southeast,At Large,Dean Smith,23-10,3,Sweet 16
North Carolina,1991,1,East,Automatic Qualifier,Dean Smith,29-6,5,Final Four
North Carolina,1990,8,Midwest,At Large,Dean Smith,21-13,3,Sweet 16
North Carolina,1989,2,Southeast,Automatic Qualifier,Dean Smith,29-8,3,Sweet 16
North Carolina,1988,2,West,At Large,Dean Smith,27-7,4,Elite Eight
North Carolina,1987,1,East,At Large,Dean Smith,32-4,4,Elite Eight
North Carolina,1986,3,West,At Large,Dean Smith,28-6,3,Sweet 16
North Carolina,1985,2,Southeast,At Large,Dean Smith,27-9,4,Elite Eight
North Carolina A&T,2013,16,Midwest,Automatic Qualifier,Cy Alexander,20-17,1,First Round
North Carolina A&T,1995,16,East,Automatic Qualifier,Roy Thomas,15-15,1,First Round
North Carolina A&T,1994,16,Midwest,Automatic Qualifier,Jeff Capel,16-14,1,First Round
North Carolina A&T,1988,14,East,Automatic Qualifier,Don Corbett,26-3,1,First Round
North Carolina A&T,1987,15,Southeast,Automatic Qualifier,Don Corbett,24-6,1,First Round
North Carolina A&T,1986,16,Midwest,Automatic Qualifier,Don Corbett,22-8,1,First Round
North Carolina A&T,1985,16,Midwest,Automatic Qualifier,Don Corbett,19-10,1,First Round
North Carolina Central,2017,16,Midwest,Automatic Qualifier,LeVelle Moton,25-9,0,Play-In
North Carolina Central,2014,14,East,Automatic Qualifier,LeVelle Moton,28-6,1,First Round
North Carolina State,2015,8,East,At Large,Mark Gottfried,-,3,Sweet 16
North Carolina State,2014,12,Midwest,At Large,Mark Gottfried,22-14,1,First Round
North Carolina State,2013,8,East,At Large,Mark Gottfried,24-11,1,First Round
North Carolina State,2012,11,Midwest,At Large,Mark Gottfried,24-13,3,Sweet 16
North Carolina State,2006,10,South,At Large,Herb Sendek,22-10,2,Second Round
North Carolina State,2005,10,East,At Large,Herb Sendek,21-14,3,Sweet 16
North Carolina State,2004,3,West,At Large,Herb Sendek,21-10,2,Second Round
North Carolina State,2003,9,East,At Large,Herb Sendek,18-13,1,First Round
North Carolina State,2002,7,East,At Large,Herb Sendek,23-11,2,Second Round
North Carolina State,1991,6,East,At Large,Les Robinson,20-11,2,Second Round
North Carolina State,1989,5,East,At Large,Jim Valvano,22-9,3,Sweet 16
North Carolina State,1988,3,Midwest,At Large,Jim Valvano,24-8,1,First Round
North Carolina State,1987,11,East,Automatic Qualifier,Jim Valvano,20-15,1,First Round
North Carolina State,1986,6,Midwest,At Large,Jim Valvano,21-13,4,Elite Eight
North Carolina State,1985,3,West,At Large,Jim Valvano,23-10,4,Elite Eight
North Dakota,2017,15,West,Automatic Qualifier,Brian Jones,22-10,1,First Round
North Dakota State,2015,15,South,Automatic Qualifier,David Richman,-,1,First Round
North Dakota State,2014,12,West,Automatic Qualifier,Saul Phillips,26-7,2,Second Round
North Dakota State,2009,14,Midwest,Automatic Qualifier,Saul Phillips,26-7,1,First Round
North Florida,2015,16,South,Automatic Qualifier,Matthew Driscoll,-,0,Play-In
North Texas,2010,15,West,Automatic Qualifier,Johnny Jones,24-9,1,First Round
North Texas,2007,15,South,Automatic Qualifier,Johnny Jones,23-11,1,First Round
North Texas,1988,15,West,Automatic Qualifier,Jimmy Gales,17-13,1,First Round
Northeastern,2015,14,Midwest,Automatic Qualifier,Bill Coen,-,1,First Round
Northeastern,1991,16,East,Automatic Qualifier,Karl Fogel,22-11,1,First Round
Northeastern,1987,14,East,Automatic Qualifier,Karl Fogel,27-7,1,First Round
Northeastern,1986,13,East,Automatic Qualifier,Jim Calhoun,26-5,1,First Round
Northeastern,1985,14,East,Automatic Qualifier,Jim Calhoun,22-9,1,First Round
Northern Arizona,2000,15,West,Automatic Qualifier,Mike Adras,20-11,1,First Round
Northern Arizona,1998,15,West,Automatic Qualifier,Ben Howland,21-8,1,First Round
Northern Colorado,2011,15,West,Automatic Qualifier,B.J. Hill,21-11,1,First Round
Northern Illinois,1996,14,East,Automatic Qualifier,Brian Hammel,20-10,1,First Round
Northern Illinois,1991,13,Midwest,At Large,Jim Molinari,25-6,1,First Round
Northern Iowa,2016,11,West,Automatic Qualifier,Ben Jacobson,-,2,Second Round
Northern Iowa,2015,5,East,Automatic Qualifier,Ben Jacobson,-,2,Second Round
Northern Iowa,2010,9,Midwest,Automatic Qualifier,Ben Jacobson,30-5,3,Sweet 16
Northern Iowa,2009,12,West,Automatic Qualifier,Ben Jacobson,23-11,1,First Round
Northern Iowa,2006,10,Midwest,At Large,Greg McDermott,23-10,1,First Round
Northern Iowa,2005,11,East,At Large,Greg McDermott,21-11,1,First Round
Northern Iowa,2004,14,Midwest,Automatic Qualifier,Greg McDermott,21-10,1,First Round
Northern Iowa,1990,14,Southeast,Automatic Qualifier,Eldon Miller,23-9,2,Second Round
Northern Kentucky,2017,15,South,Automatic Qualifier,John Brannen,24-11,1,First Round
Northwestern,2017,8,West,At Large,Chris Collins,24-12,2,Second Round
Northwestern State,2013,14,South,Automatic Qualifier,Mike McConathy,23-9,1,First Round
Northwestern State,2006,14,South,Automatic Qualifier,Mike McConathy,25-8,2,Second Round
Northwestern State,2001,16,Midwest,Automatic Qualifier,Mike McConathy,19-13,1,First Round
Notre Dame,2017,5,West,At Large,Mike Brey,26-10,2,Second Round
Notre Dame,2016,6,East,At Large,Mike Brey,-,5,Final Four
Notre Dame,2015,3,Midwest,Automatic Qualifier,Mike Brey,-,4,Elite Eight
Notre Dame,2013,7,West,At Large,Mike Brey,25-10,1,First Round
Notre Dame,2012,7,South,At Large,Mike Brey,22-13,2,Second Round
Notre Dame,2011,2,Southwest,At Large,Mike Brey,27-7,2,Second Round
Notre Dame,2010,6,South,At Large,Mike Brey,23-12,1,First Round
Notre Dame,2008,5,East,At Large,Mike Brey,25-8,2,Second Round
Notre Dame,2007,6,Midwest,At Large,Mike Brey,24-8,1,First Round
Notre Dame,2003,5,West,At Large,Mike Brey,24-10,3,Sweet 16
Notre Dame,2002,8,South,At Large,Mike Brey,22-11,2,Second Round
Notre Dame,2001,6,Midwest,At Large,Mike Brey,20-10,2,Second Round
Notre Dame,1990,10,Southeast,At Large,Digger Phelps,16-13,1,First Round
Notre Dame,1989,9,East,At Large,Digger Phelps,21-9,2,Second Round
Notre Dame,1988,10,East,At Large,Digger Phelps,20-9,1,First Round
Notre Dame,1987,5,East,At Large,Digger Phelps,24-8,3,Sweet 16
Notre Dame,1986,3,Midwest,At Large,Digger Phelps,23-6,1,First Round
Notre Dame,1985,7,Southeast,At Large,Digger Phelps,21-9,2,Second Round
Oakland,2011,13,West,Automatic Qualifier,Greg Kampe,25-10,1,First Round
Oakland,2010,14,West,Automatic Qualifier,Greg Kampe,26-9,1,First Round
Oakland,2005,16,East,Automatic Qualifier,Greg Kampe,13-19,1,First Round
Ohio,2012,13,Midwest,Automatic Qualifier,John Groce,29-8,3,Sweet 16
Ohio,2010,14,Midwest,Automatic Qualifier,John Groce,22-15,2,Second Round
Ohio,2005,13,East,Automatic Qualifier,Tim O'Shea,21-11,1,First Round
Ohio,1994,12,East,Automatic Qualifier,Larry Hunter,25-8,1,First Round
Ohio,1985,14,Southeast,Automatic Qualifier,Danny Nee,22-8,1,First Round
Ohio State,2015,10,West,At Large,Thad Matta,-,2,Second Round
Ohio State,2014,6,South,At Large,Thad Matta,25-10,1,First Round
Ohio State,2013,2,West,Automatic Qualifier,Thad Matta,29-8,4,Elite Eight
Ohio State,2012,2,East,At Large,Thad Matta,31-8,5,Final Four
Ohio State,2011,1,East,Automatic Qualifier,Thad Matta,34-3,3,Sweet 16
Ohio State,2010,2,Midwest,Automatic Qualifier,Thad Matta,24-8,3,Sweet 16
Ohio State,2009,8,Midwest,At Large,Thad Matta,22-11,1,First Round
Ohio State,2007,1,South,Automatic Qualifier,Thad Matta,35-4,6,National Championship
Ohio State,2006,2,Midwest,At Large,Thad Matta,26-5,2,Second Round
Ohio State,2002,4,West,Automatic Qualifier,Jim O'Brien,24-8,2,Second Round
Ohio State,2001,5,East,At Large,Jim O'Brien,20-11,1,First Round
Ohio State,2000,3,South,At Large,Jim O'Brien,23-7,2,Second Round
Ohio State,1999,4,South,At Large,Jim O'Brien,27-9,5,Final Four
Ohio State,1992,1,Southeast,Automatic Qualifier,Randy Ayers,26-6,4,Elite Eight
Ohio State,1991,1,Midwest,Automatic Qualifier,Randy Ayers,27-4,3,Sweet 16
Ohio State,1990,8,West,At Large,Randy Ayers,17-13,2,Second Round
Ohio State,1987,9,Southeast,At Large,Gary Williams,20-13,2,Second Round
Ohio State,1985,4,Midwest,At Large,Eldon Miller,20-10,2,Second Round
Oklahoma,2016,2,West,At Large,Lon Kruger,-,5,Final Four
Oklahoma,2015,3,East,At Large,Lon Kruger,-,3,Sweet 16
Oklahoma,2014,5,West,At Large,Lon Kruger,23-10,1,First Round
Oklahoma,2013,10,South,At Large,Lon Kruger,20-12,1,First Round
Oklahoma,2009,2,South,At Large,Jeff Capel,30-6,4,Elite Eight
Oklahoma,2008,6,East,At Large,Jeff Capel,23-12,2,Second Round
Oklahoma,2006,6,Midwest,At Large,Rick Samuels,20-9,1,First Round
Oklahoma,2005,3,South,At Large,Kelvin Sampson,25-8,2,Second Round
Oklahoma,2003,1,East,Automatic Qualifier,Kelvin Sampson,27-7,4,Elite Eight
Oklahoma,2002,2,West,Automatic Qualifier,Kelvin Sampson,31-5,5,Final Four
Oklahoma,2001,4,South,Automatic Qualifier,Kelvin Sampson,26-7,1,First Round
Oklahoma,2000,3,West,At Large,Kelvin Sampson,27-7,2,Second Round
Oklahoma,1999,13,Midwest,At Large,Kelvin Sampson,22-11,3,Sweet 16
Oklahoma,1998,10,East,At Large,Kelvin Sampson,22-11,1,First Round
Oklahoma,1997,11,West,At Large,Kelvin Sampson,19-11,1,First Round
Oklahoma,1996,10,Southeast,At Large,Kelvin Sampson,17-13,1,First Round
Oklahoma,1995,4,Southeast,At Large,Kelvin Sampson,23-9,1,First Round
Oklahoma,1992,4,West,At Large,Billy Tubbs,22-8,1,First Round
Oklahoma,1990,1,Midwest,Automatic Qualifier,Billy Tubbs,27-5,2,Second Round
Oklahoma,1989,1,Southeast,At Large,Billy Tubbs,30-6,3,Sweet 16
Oklahoma,1988,1,Southeast,Automatic Qualifier,Billy Tubbs,35-4,6,National Championship
Oklahoma,1987,6,West,At Large,Billy Tubbs,24-10,3,Sweet 16
Oklahoma,1986,4,East,At Large,Billy Tubbs,26-9,2,Second Round
Oklahoma,1985,1,Midwest,Automatic Qualifier,Billy Tubbs,31-6,4,Elite Eight
Oklahoma State,2017,10,Midwest,At Large,Brad Underwood,20-13,1,First Round
Oklahoma State,2015,9,West,At Large,Travis Ford,-,1,First Round
Oklahoma State,2014,9,West,At Large,Travis Ford,21-13,1,First Round
Oklahoma State,2013,5,Midwest,At Large,Travis Ford,24-9,1,First Round
Oklahoma State,2010,7,Midwest,At Large,Travis Ford,22-11,1,First Round
Oklahoma State,2009,8,East,At Large,Travis Ford,23-12,2,Second Round
Oklahoma State,2005,2,Midwest,Automatic Qualifier,Eddie Sutton,26-7,3,Sweet 16
Oklahoma State,2004,2,East,Automatic Qualifier,Eddie Sutton,31-4,5,Final Four
Oklahoma State,2003,6,East,At Large,Eddie Sutton,22-10,2,Second Round
Oklahoma State,2002,7,South,At Large,Eddie Sutton,23-9,1,First Round
Oklahoma State,2001,11,East,At Large,Eddie Sutton,20-10,1,First Round
Oklahoma State,2000,3,East,At Large,Eddie Sutton,27-7,4,Elite Eight
Oklahoma State,1999,9,South,At Large,Eddie Sutton,23-11,2,Second Round
Oklahoma State,1998,8,South,At Large,Eddie Sutton,22-7,2,Second Round
Oklahoma State,1995,4,East,Automatic Qualifier,Eddie Sutton,27-10,5,Final Four
Oklahoma State,1994,4,Midwest,At Large,Eddie Sutton,24-10,2,Second Round
Oklahoma State,1993,5,Midwest,At Large,Eddie Sutton,20-9,2,Second Round
Oklahoma State,1992,2,Southeast,At Large,Eddie Sutton,28-8,3,Sweet 16
Oklahoma State,1991,3,East,At Large,Eddie Sutton,24-8,3,Sweet 16
Old Dominion,2011,9,Southeast,Automatic Qualifier,Blaine Taylor,27-7,1,First Round
Old Dominion,2010,11,South,Automatic Qualifier,Blaine Taylor,27-9,2,Second Round
Old Dominion,2007,12,Midwest,At Large,Blaine Taylor,24-9,1,First Round
Old Dominion,2005,12,South,Automatic Qualifier,Blaine Taylor,28-6,1,First Round
Old Dominion,1997,14,East,Automatic Qualifier,Jeff Capel,22-11,1,First Round
Old Dominion,1995,14,East,Automatic Qualifier,Jeff Capel,21-12,2,Second Round
Old Dominion,1992,15,East,Automatic Qualifier,Oliver Purnell,15-15,1,First Round
Old Dominion,1986,8,East,At Large,Tom Young,23-8,2,Second Round
Old Dominion,1985,12,East,At Large,Paul Webb,19-12,1,First Round
Oral Roberts,2008,13,South,Automatic Qualifier,Scott Sutton,24-9,1,First Round
Oral Roberts,2007,14,East,Automatic Qualifier,Scott Sutton,23-11,1,First Round
Oral Roberts,2006,16,West,Automatic Qualifier,Scott Sutton,21-12,1,First Round
Oregon,2017,3,Midwest,At Large,Dana Altman,33-6,5,Final Four
Oregon,2016,1,West,Automatic Qualifier,Dana Altman,-,4,Elite Eight
Oregon,2015,8,West,At Large,Dana Altman,-,2,Second Round
Oregon,2014,7,West,At Large,Dana Altman,24-10,2,Second Round
Oregon,2013,12,Midwest,Automatic Qualifier,Dana Altman,28-9,3,Sweet 16
Oregon,2008,9,South,At Large,Ernie Kent,18-14,1,First Round
Oregon,2007,3,Midwest,Automatic Qualifier,Ernie Kent,29-8,4,Elite Eight
Oregon,2003,8,Midwest,Automatic Qualifier,Ernie Kent,23-10,1,First Round
Oregon,2002,2,Midwest,At Large,Ernie Kent,26-9,4,Elite Eight
Oregon,2000,7,East,At Large,Ernie Kent,22-8,1,First Round
Oregon,1995,6,West,At Large,Jerry Green,19-9,1,First Round
Oregon State,2016,7,West,At Large,Wayne Tinkle,-,1,First Round
Oregon State,1990,5,West,At Large,Jim Anderson,22-7,1,First Round
Oregon State,1989,6,West,At Large,Ralph Miller,22-8,1,First Round
Oregon State,1988,12,Southeast,At Large,Ralph Miller,20-11,1,First Round
Oregon State,1985,10,Southeast,At Large,Ralph Miller,22-9,1,First Round
Pacific,2013,15,East,Automatic Qualifier,Bob Thomason,22-13,1,First Round
Pacific,2006,13,Midwest,Automatic Qualifier,Bob Thomason,23-8,1,First Round
Pacific,2005,8,West,At Large,Bob Thomason,27-4,2,Second Round
Pacific,2004,12,Midwest,Automatic Qualifier,Bob Thomason,25-8,2,Second Round
Pacific,1997,13,West,Automatic Qualifier,Bob Thomason,24-6,1,First Round
Penn,2007,14,South,Automatic Qualifier,Glen Miller,22-9,1,First Round
Penn,2006,15,South,Automatic Qualifier,Fran Dunphy,20-9,1,First Round
Penn,2005,13,Midwest,Automatic Qualifier,Fran Dunphy,20-9,1,First Round
Penn,2003,11,East,Automatic Qualifier,Fran Dunphy,22-6,1,First Round
Penn,2002,11,South,Automatic Qualifier,Fran Dunphy,25-7,1,First Round
Penn,2000,13,East,Automatic Qualifier,Fran Dunphy,21-8,1,First Round
Penn,1999,11,West,Automatic Qualifier,Fran Dunphy,21-6,1,First Round
Penn,1995,12,East,Automatic Qualifier,Fran Dunphy,22-6,1,First Round
Penn,1994,11,East,Automatic Qualifier,Fran Dunphy,25-3,2,Second Round
